,source,tag1,relation_label,target,tag2
5201,Sialidosis type I,RAREDISEASE,Produces,myoclonus,SIGN
5202,Sialidosis type I,RAREDISEASE,Produces,cherry-red macules in the eyes,SIGN
5203,Sialidosis type II,RAREDISEASE,Anaphora,Type II,ANAPHOR
5204,Type II,ANAPHOR,Produces,cherry-red macules,SIGN
5205,Type II,ANAPHOR,Produces,mildly coarse facial features,SIGN
5206,Type II,ANAPHOR,Produces,skeletal malformations,SIGN
5207,Type II,ANAPHOR,Produces,mild cognitive impairment,SIGN
5208,Urachal cancer,RAREDISEASE,Is_a,cancer in the urachus,DISEASE
5209,Urachal cancer,RAREDISEASE,Produces,metastasize,SIGN
5210,Urachal cancer,RAREDISEASE,Anaphora,this form of cancer,ANAPHOR
5211,this form of cancer,ANAPHOR,Is_a,cancer,DISEASE
5212,Urachal cancer,RAREDISEASE,Anaphora,the disorder,ANAPHOR
5213,Weaver Syndrome,RAREDISEASE,Anaphora,The syndrome,ANAPHOR
5214,Simian B Virus Infection,RAREDISEASE,Anaphora,It,ANAPHOR
5215,Simian B Virus Infection,RAREDISEASE,Anaphora,It,ANAPHOR
5216,Simian B Virus Infection,RAREDISEASE,Anaphora,the infection,ANAPHOR
5217,It,ANAPHOR,Is_a,infectious disorder,DISEASE
5218,It,ANAPHOR,Produces,viral invasion of the brain and meninges,SIGN
5219,It,ANAPHOR,Produces,Encephalitis,SIGN
5220,the infection,ANAPHOR,Produces,Encephalomyelitis,SIGN
5221,Simian B Virus Infection,RAREDISEASE,Produces,fever,SIGN
5222,Simian B Virus Infection,RAREDISEASE,Produces,headache,SYMPTOM
5223,Simian B Virus Infection,RAREDISEASE,Produces,vomiting,SIGN
5224,Simian B Virus Infection,RAREDISEASE,Produces,malaise,SYMPTOM
5225,Simian B Virus Infection,RAREDISEASE,Produces,stiff neck,SIGN
5226,Simian B Virus Infection,RAREDISEASE,Produces,stiff back,SIGN
5227,Simian B Virus Infection,RAREDISEASE,Produces,neuromuscular dysfunction,SIGN
5228,Simian B Virus Infection,RAREDISEASE,Produces,respiratory difficulties,SIGN
5229,Simian B Virus Infection,RAREDISEASE,Produces,cranial nerve abnormalities,SIGN
5230,Simian B Virus Infection,RAREDISEASE,Produces,personality changes,SIGN
5231,Simian B Virus Infection,RAREDISEASE,Produces,seizures,SIGN
5232,Simian B Virus Infection,RAREDISEASE,Produces,paresis,SIGN
5233,Simian B Virus Infection,RAREDISEASE,Produces,coma,SIGN
5234,Sepiapterin reductase deficiency,RAREDISEASE,Anaphora,the disorder,ANAPHOR
5235,severe chronic neutropenia,RAREDISEASE,Produces,low levels of neutrophils,SIGN
5236,severe neutropenia,RAREDISEASE,Produces,neutrophil count falls below 0.5,SIGN
5237,Sialadenitis,RAREDISEASE,Produces,inflammation and enlargement of one or more of the salivary glands,SIGN
5238,Sialadenitis,RAREDISEASE,Produces,pain,SYMPTOM
5239,Sialadenitis,RAREDISEASE,Produces,tenderness,SIGN
5240,Sialadenitis,RAREDISEASE,Produces,"gradual, localized swelling of the affected area",SIGN
5241,sialadenitis,RAREDISEASE,Anaphora,the condition,ANAPHOR
5242,the condition,ANAPHOR,Produces,sialolithiasis,SIGN
5243,Sialadenitis,RAREDISEASE,Anaphora,It,ANAPHOR
5244,Sialadenitis,RAREDISEASE,Anaphora,The disorder,ANAPHOR
5245,Status epilepticus,RAREDISEASE,Produces,prolonged seizures,SIGN
5246,Status epilepticus,RAREDISEASE,Produces,iatrogenic coma,SIGN
5247,SE,RAREDISEASE,Is_acron,Status epilepticus,RAREDISEASE
5248,status epilepticus,RAREDISEASE,Produces,seizures,SIGN
5249,epilepsy,DISEASE,Increases_risk_of,Status Epilepticus,RAREDISEASE
5250,Tuberculosis,RAREDISEASE,Is_a,acute or chronic bacterial infection,DISEASE
5251,TB,RAREDISEASE,Is_acron,Tuberculosis,RAREDISEASE
5252,TB,RAREDISEASE,Anaphora,The infection,ANAPHOR
5253,TB,RAREDISEASE,Produces,tubercles,SIGN
5254,TB,RAREDISEASE,Produces,tubercles,SIGN
5255,TB,RAREDISEASE,Produces,breathing impairment,SIGN
5256,TB,RAREDISEASE,Produces,coughing,SIGN
5257,TB,RAREDISEASE,Produces,sputum,SIGN
5258,sputum,SIGN,Anaphora,This disease,ANAPHOR
5259,sputum,SIGN,Anaphora,It,ANAPHOR
5260,Weil syndrome,RAREDISEASE,Is_a,infectious disorder,DISEASE
5261,Weil syndrome,RAREDISEASE,Produces,dysfunction of the kidneys,SIGN
5262,Weil syndrome,RAREDISEASE,Produces,dysfunction of the liver,SIGN
5263,Weil syndrome,RAREDISEASE,Produces,hepatomegaly,SIGN
5264,Weil syndrome,RAREDISEASE,Produces,jaundice,SIGN
5265,Weil syndrome,RAREDISEASE,Produces,alterations in consciousness,SIGN
5266,Weil syndrome,RAREDISEASE,Anaphora,The infection,ANAPHOR
5267,Weil syndrome,RAREDISEASE,Anaphora,The infection,ANAPHOR
5268,Weil syndrome,RAREDISEASE,Anaphora,this disorder,ANAPHOR
5269,Weil syndrome,RAREDISEASE,Anaphora,It,ANAPHOR
5270,SGS,RAREDISEASE,Anaphora,The disorder,ANAPHOR
5271,Tay-Sachs disease,RAREDISEASE,Is_a,neurodegenerative disorder,DISEASE
5272,Tay-Sachs disease,RAREDISEASE,Produces,deficiency of hexosaminidase A,SIGN
5273,Tay-Sachs disease,RAREDISEASE,Produces,accumulation of gangliosides in the brain and nerve cells,SIGN
5274,Tay-Sachs disease,RAREDISEASE,Produces,accumulation of gangliosides,SIGN
5275,Tay-Sachs disease,RAREDISEASE,Produces,progressive dysfunction of the central nervous system,SIGN
5276,Tay-Sachs disease,RAREDISEASE,Anaphora,This disorder,ANAPHOR
5277,This disorder,ANAPHOR,Is_a,lysosomal storage disease,DISEASE
5278,SRS,RAREDISEASE,Produces,gestalt,SIGN
5279,SRS,RAREDISEASE,Produces,facial dysmorphism,SIGN
5280,SRS,RAREDISEASE,Produces,prominent lower lip,SIGN
5281,SRS,RAREDISEASE,Produces,asthenic build,SIGN
5282,SRS,RAREDISEASE,Produces,low muscle mass,SIGN
5283,SRS,RAREDISEASE,Produces,speech abnormalities,SIGN
5284,SRS,RAREDISEASE,Produces,hypotonia at birth,SIGN
5285,SRS,RAREDISEASE,Produces,facial features,SIGN
5286,SRS,RAREDISEASE,Produces,developmental delay,SIGN
5287,SRS,RAREDISEASE,Produces,motor disability,SIGN
5288,SRS,RAREDISEASE,Produces,Osteoporosis,SIGN
5289,SRS,RAREDISEASE,Produces,Seizures,SIGN
5290,Snyder-Robinson syndrome,RAREDISEASE,Is_a,X-linked intellectual disability,DISEASE
5291,SRS,RAREDISEASE,Is_acron,Snyder-Robinson syndrome,RAREDISEASE
5292,XLID,DISEASE,Is_acron,X-linked intellectual disability,DISEASE
5293,Susac syndrome,RAREDISEASE,Is_a,autoimmune endotheliopathy,RAREDISEASE
5294,SHORT syndrome,SKINRAREDISEASE,Produces,multiple birth defects in different organ systems,SIGN
5295,Zollinger-Ellison syndrome,RAREDISEASE,Produces,gastrinoma,SIGN
5296,Zollinger-Ellison syndrome,RAREDISEASE,Produces,gastrinomas,SIGN
5297,Zollinger-Ellison syndrome,RAREDISEASE,Produces,tumors,SIGN
5298,ZES,RAREDISEASE,Is_acron,Zollinger-Ellison syndrome,RAREDISEASE
5299,ZES,RAREDISEASE,Produces,gastric acid hypersecretion,SIGN
5300,ZES,RAREDISEASE,Produces,peptic ulcers,SIGN
5301,ZES,RAREDISEASE,Produces,Peptic ulcers,SIGN
5302,ZES,RAREDISEASE,Produces,abdominal pain,SYMPTOM
5303,ZES,RAREDISEASE,Produces,diarrhea,SIGN
5304,ZES,RAREDISEASE,Produces,steatorrhea,SIGN
5305,MEN-1,RAREDISEASE,Is_acron,multiple endocrine neoplasia type 1,RAREDISEASE
5306,ZES,RAREDISEASE,Produces,peptic ulcers,SIGN
5307,Triploidy,RAREDISEASE,Is_a,chromosomal abnormality,DISEASE
5308,triploidy,RAREDISEASE,Produces,developmental delay,SIGN
5309,triploidy,RAREDISEASE,Produces,learning difficulties,SIGN
5310,triploidy,RAREDISEASE,Produces,seizures,SIGN
5311,triploidy,RAREDISEASE,Produces,hearing loss,SIGN
5312,triploidy,RAREDISEASE,Produces,growth restriction,SIGN
5313,triploidy,RAREDISEASE,Produces,multiple birth defects,SIGN
5314,Triploidy,RAREDISEASE,Anaphora,This disorder,ANAPHOR
5315,Triploidy,RAREDISEASE,Anaphora,The condition,ANAPHOR
5316,triploidy,RAREDISEASE,Produces,multiple major malformations,SIGN
5317,triploidy,RAREDISEASE,Produces,low amniotic fluid,SIGN
5318,triploidy,RAREDISEASE,Produces,Abnormal levels of specific maternal blood proteins,SIGN
5319,Wolf-Hirschhorn syndrome,RAREDISEASE,Is_a,chromosomal disorder,DISEASE
5320,Wolf-Hirschhorn syndrome,RAREDISEASE,Produces,ocular hypertelorism,SIGN
5321,Wolf-Hirschhorn syndrome,RAREDISEASE,Produces,broad or beaked nose,SIGN
5322,Wolf-Hirschhorn syndrome,RAREDISEASE,Produces,microcephaly,SIGN
5323,Wolf-Hirschhorn syndrome,RAREDISEASE,Produces,low-set malformed ears,SIGN
5324,Wolf-Hirschhorn syndrome,RAREDISEASE,Produces,growth deficiency,SIGN
5325,Wolf-Hirschhorn syndrome,RAREDISEASE,Produces,heart defects,SIGN
5326,Wolf-Hirschhorn syndrome,RAREDISEASE,Produces,intellectual disability,SIGN
5327,Wolf-Hirschhorn syndrome,RAREDISEASE,Produces,seizures,SIGN
5328,Wolf-Hirschhorn syndrome,RAREDISEASE,Anaphora,this syndrome,ANAPHOR
5329,WHS,RAREDISEASE,Is_acron,Wolf-Hirschhorn syndrome,RAREDISEASE
5330,WHS,RAREDISEASE,Anaphora,the disorder,ANAPHOR
5331,WHS,RAREDISEASE,Anaphora,the disorder,ANAPHOR
5332,WHS,RAREDISEASE,Produces,characteristic facial appearance,SIGN
5333,WHS,RAREDISEASE,Produces,developmental delays,SIGN
5334,WHS,RAREDISEASE,Produces,seizures,SIGN
5335,Zellweger spectrum disorders,RAREDISEASE,Is_a,"genetic, multisystem disorders",DISEASE
5336,Zellweger spectrum disorders,RAREDISEASE,Anaphora,These disorders,ANAPHOR
5337,Zellweger syndrome,RAREDISEASE,Is_a,Zellweger spectrum disorders,RAREDISEASE
5338,neonatal adrenoleukodystrophy,RAREDISEASE,Is_a,Zellweger spectrum disorders,RAREDISEASE
5339,infantile Refsum disease,RAREDISEASE,Is_a,Zellweger spectrum disorders,RAREDISEASE
5340,Zellweger spectrum disorders,RAREDISEASE,Produces,Neurological deficits,SIGN
5341,Zellweger spectrum disorders,RAREDISEASE,Produces,hypotonia,SIGN
5342,Zellweger spectrum disorders,RAREDISEASE,Produces,hearing loss,SIGN
5343,Zellweger spectrum disorders,RAREDISEASE,Produces,vision problems,SIGN
5344,Zellweger spectrum disorders,RAREDISEASE,Produces,liver dysfunction,SIGN
5345,Zellweger spectrum disorders,RAREDISEASE,Produces,kidney abnormalities,SIGN
5346,peroxisome biogenesis disorders,RAREDISEASE,Is_synon,Zellweger spectrum disorders,RAREDISEASE
5347,Zellweger spectrum disorders,RAREDISEASE,Is_acron,PBDs,RAREDISEASE
5348,PBDs,RAREDISEASE,Anaphora,these disorders,ANAPHOR
5349,PBDs,RAREDISEASE,Anaphora,these disorders,ANAPHOR
5350,Zellweger spectrum disorders,RAREDISEASE,Is_a,PBDs,RAREDISEASE
5351,rhizomelic chondrodysplasia punctata,RAREDISEASE,Is_a,PBDs,RAREDISEASE
5352,Zellweger spectrum disorders,RAREDISEASE,Is_a,PBDs,RAREDISEASE
5353,Toxic Shock Syndrome,RAREDISEASE,Is_a,multisystem disease,DISEASE
5354,Toxic Shock Syndrome,RAREDISEASE,Anaphora,It,ANAPHOR
5355,Toxic Shock Syndrome,RAREDISEASE,Produces,high fever,SIGN
5356,Toxic Shock Syndrome,RAREDISEASE,Produces,nausea,SYMPTOM
5357,Toxic Shock Syndrome,RAREDISEASE,Produces,vomiting,SIGN
5358,Toxic Shock Syndrome,RAREDISEASE,Produces,diarrhea,SIGN
5359,Toxic Shock Syndrome,RAREDISEASE,Produces,hypotension,SIGN
5360,TSS,RAREDISEASE,Is_acron,Toxic Shock Syndrome,RAREDISEASE
5361,TSS,RAREDISEASE,Produces,fever,SIGN
5362,TSS,RAREDISEASE,Produces,rash,SIGN
5363,TSS,RAREDISEASE,Produces,desquamation,SIGN
5364,TSS,RAREDISEASE,Produces,hypotension,SIGN
5365,XYY syndrome,RAREDISEASE,Is_a,chromosomal disorder,DISEASE
5366,XYY syndrome,RAREDISEASE,Is_a,chromosomal disorder,DISEASE
5367,XYY syndrome,RAREDISEASE,Anaphora,It,ANAPHOR
5368,Tooth and nail syndrome,RAREDISEASE,Is_a,genetic disorder,DISEASE
5369,Tooth and nail syndrome,RAREDISEASE,Is_a,ectodermal dysplasia,RAREDISEASE
5370,Tooth and nail syndrome,RAREDISEASE,Produces,hypodontia,SIGN
5371,Tooth and nail syndrome,RAREDISEASE,Produces,dysplasia of the nails,SIGN
5372,tooth and nail syndrome,RAREDISEASE,Produces,at birth toenails and/or fingernails are absent,SIGN
5373,tooth and nail syndrome,RAREDISEASE,Anaphora,the disorder,ANAPHOR
5374,the disorder,ANAPHOR,Produces,absence of certain primary teeth,SIGN
5375,the disorder,ANAPHOR,Produces,hypoplasia of nails,SIGN
5376,tooth and nail syndrome,RAREDISEASE,Produces,absence and malformation of several secondary (permanent) teeth,SIGN
5377,tooth and nail syndrome,RAREDISEASE,Produces,nail dysplasia has been verified,SIGN
5378,Tietze syndrome,RAREDISEASE,Anaphora,the disorder,ANAPHOR
5379,viral infections,DISEASE,Increases_risk_of,the disorder,ANAPHOR
5380,bacterial infections,DISEASE,Increases_risk_of,the disorder,ANAPHOR
5381,Tietze syndrome,RAREDISEASE,Anaphora,the disorder,ANAPHOR
5382,Tietze syndrome,RAREDISEASE,Produces,chest pain,SYMPTOM
5383,Tietze syndrome,RAREDISEASE,Produces,chest pain,SYMPTOM
5384,cardiovascular disorders,DISEASE,Produces,chest pain,SYMPTOM
5385,malignant conditions,DISEASE,Increases_risk_of,cardiovascular disorders,DISEASE
5386,WRS,RAREDISEASE,Is_a,genetic disorder,DISEASE
5387,WRS,RAREDISEASE,Anaphora,The disorder,ANAPHOR
5388,Tenosynovial giant cell tumors,RAREDISEASE,Anaphora,these tumors,ANAPHOR
5389,Congenital wandering spleen,RAREDISEASE,Produces,absence or weakness of one or more of the ligaments that hold the spleen,SIGN
5390,Congenital wandering spleen,RAREDISEASE,Anaphora,The disorder,ANAPHOR
5391,The disorder,ANAPHOR,Produces,spleen is attached by a stalk-like tissue supplied with blood vessels,SIGN
5392,The disorder,ANAPHOR,Produces,pedicle is twisted,SIGN
5393,The disorder,ANAPHOR,Produces,infarction,SIGN
5394,wanderin. spleen i,RAREDISEASE,Produces,pain associated with an abdominal mass can be relieved by moving it toward the upper left quadrant of the abdomen,SYMPTOM
5395,Wandering spleen,RAREDISEASE,Produces,functional asplenia,SIGN
5396,spinal muscular atrophies,RAREDISEASE,Produces,within lower brainstem degeneration of nerve cells,SIGN
5397,spinal muscular atrophies,RAREDISEASE,Produces,anterior horn cells degeneration of,SIGN
5398,spinal muscular atrophies,RAREDISEASE,Produces,muscle weakness,SIGN
5399,SMAs,RAREDISEASE,Is_acron,spinal muscular atrophies,RAREDISEASE
5400,Werdnig-Hoffmann disease,RAREDISEASE,Is_a,spinal muscular atrophy,DISEASE
5401,Werdnig-Hoffmann disease,RAREDISEASE,Is_a,SMA,RAREDISEASE
5402,Werdnig-Hoffmann disease,RAREDISEASE,Anaphora,the Werdnig-Hoffmann form,ANAPHOR
5403,Wilms’ tumor,RAREDISEASE,Is_a,kidney cancer,DISEASE
5404,Wilms’ tumor,RAREDISEASE,Anaphora,It,ANAPHOR
5405,It,ANAPHOR,Produces,malignant kidney tumors,SIGN
5406,Wilms’ tumor,RAREDISEASE,Is_a,pediatric kidney cancer,DISEASE
5407,pediatric kidney cancer,DISEASE,Is_a,pediatric cancer,DISEASE
5408,Thyroid cancer,RAREDISEASE,Is_synon,carcinoma,RAREDISEASE
5409,Thyroid cancer,RAREDISEASE,Is_a,cancer,DISEASE
5410,thyroid cancer,RAREDISEASE,Is_a,cancer,DISEASE
5411,Multiple endocrine neoplasia type 2,RAREDISEASE,Is_a,MEN type 2,RAREDISEASE
5412,FMTC,RAREDISEASE,Is_acron,Familial medullary thyroid carcinoma,RAREDISEASE
5413,MTC,RAREDISEASE,Is_acron,medullary thyroid carcinoma,RAREDISEASE
5414,Yaws,RAREDISEASE,Is_a,infectious tropical disease,DISEASE
5415,Yaws,RAREDISEASE,Anaphora,The disease,ANAPHOR
5416,The disease,ANAPHOR,Produces,"small, painless bumps on the skin",SIGN
5417,The disease,ANAPHOR,Produces,"crispy, crunchy rash",SIGN
5418,The disease,ANAPHOR,Produces,walking is painful,SYMPTOM
5419,The disease,ANAPHOR,Produces,crab yaws,SIGN
5420,Yaws,RAREDISEASE,Anaphora,it,ANAPHOR
5421,Yaws,RAREDISEASE,Anaphora,It,ANAPHOR
5422,Yaws,RAREDISEASE,Is_a,infectious disease,DISEASE
5423,WNE,RAREDISEASE,Is_acron,West Nile Encephalitis,RAREDISEASE
5424,WNE,RAREDISEASE,Anaphora,the disease,ANAPHOR
5425,WNE,RAREDISEASE,Produces,viral aseptic meningitis,SIGN
5426,WNE,RAREDISEASE,Produces,encephalitis,SIGN
5427,WNE,RAREDISEASE,Anaphora,it,ANAPHOR
5428,warm antibody hemolytic anemia,RAREDISEASE,Anaphora,it,ANAPHOR
5429,Tyrosinemia type I,RAREDISEASE,Is_a,autosomal recessive genetic metabolic disorder,DISEASE
5430,Tyrosinemia type I,RAREDISEASE,Produces,lack of the enzyme fumarylacetoacetate hydrolase,SIGN
5431,Tyrosinemia type I,RAREDISEASE,Produces,Failure to properly break down tyrosine,SIGN
5432,Tyrosinemia type I,RAREDISEASE,Produces,accumulation of tyrosine,SIGN
5433,Tyrosinemia type I,RAREDISEASE,Produces,accumulation of tyrosine metabolites in the liver,SIGN
5434,Tyrosinemia type I,RAREDISEASE,Produces,severe liver disease,SIGN
5435,Tyrosinemia type I,RAREDISEASE,Produces,Tyrosine central nervous system,SIGN
5436,Waardenburg syndrome,SKINRAREDISEASE,Anaphora,the disorder,ANAPHOR
5437,WS,SKINRAREDISEASE,Is_acron,Waardenburg syndrome,SKINRAREDISEASE
5438,WS,SKINRAREDISEASE,Is_a,congenital deafness,DISEASE
5439,WS,SKINRAREDISEASE,Anaphora,The disorder,ANAPHOR
5440,Usher syndrome,RAREDISEASE,Is_a,genetic disorder,DISEASE
5441,Usher syndrome,RAREDISEASE,Produces,moderate to profound deafness in children,SIGN
5442,Winchester syndrome,RAREDISEASE,Is_a,connective tissue disorder,DISEASE
5443,mucopolysaccharidoses,DISEASE,Is_a,hereditary metabolic diseases,DISEASE
5444,hyperpigmentation,SIGN,Produces,hereditary metabolic diseases,DISEASE
5445,hyperpigmentation,SIGN,Produces,mucopolysaccharidoses,DISEASE
5446,hyperpigmentation,SIGN,Produces,This syndrome,ANAPHOR
5447,hyperpigmentation,SIGN,Produces,this syndrome,ANAPHOR
5448,hyperpigmentation,SIGN,Produces,the syndrome,ANAPHOR
5449,hyperpigmentation,SIGN,Produces,Winchester syndrome,RAREDISEASE
5450,Winchester syndrome,RAREDISEASE,Anaphora,this syndrome,ANAPHOR
5451,Winchester syndrome,RAREDISEASE,Anaphora,the syndrome,ANAPHOR
5452,Winchester syndrome,RAREDISEASE,Produces,progressive contractures,SIGN
5453,Winchester syndrome,RAREDISEASE,Produces,cataracts,SIGN
5454,Winchester syndrome,RAREDISEASE,Produces,coarse facial features,SIGN
5455,Winchester syndrome,RAREDISEASE,Produces,hyperpigmentation,SIGN
5456,Winchester syndrome,RAREDISEASE,Produces,growth of hair in the leathery patches of skin,SIGN
5457,Systemic capillary leak syndrome,RAREDISEASE,Produces,acute and severe recurrent attacks associated with a rapid fall in blood pressure,SIGN
5458,SCLS,RAREDISEASE,Is_acron,Systemic capillary leak syndrome,RAREDISEASE
5459,SCLS,RAREDISEASE,Anaphora,the disease,ANAPHOR
5460,SCLS,RAREDISEASE,Produces,monoclonal or M protein detected in the blood,SIGN
5461,SCLS,RAREDISEASE,Produces,level of M protein is usually low,SIGN
5462,SCLS,RAREDISEASE,Anaphora,the disease,ANAPHOR
5463,SCLS,RAREDISEASE,Anaphora,The disease,ANAPHOR
5464,C-1 esterase inhibitor deficiency syndrome,RAREDISEASE,Produces,edema,SIGN
5465,edema,SIGN,Produces,toxic shock syndrome,DISEASE
5466,edema,SIGN,Produces,SCLS,RAREDISEASE
5467,Weill Marchesani syndrome,RAREDISEASE,Is_a,genetic disorder of connective tissue,DISEASE
5468,Weill Marchesani syndrome,RAREDISEASE,Produces,short stature,SIGN
5469,Weill Marchesani syndrome,RAREDISEASE,Produces,brachycephaly,SIGN
5470,Weill Marchesani syndrome,RAREDISEASE,Produces,joint stiffness,SIGN
5471,Weill Marchesani syndrome,RAREDISEASE,Produces,eye abnormalities,SIGN
5472,Weill Marchesani syndrome,RAREDISEASE,Produces,microspherophakia,SIGN
5473,Weill Marchesani syndrome,RAREDISEASE,Produces,ectopia lentis,SIGN
5474,Weill Marchesani syndrome,RAREDISEASE,Produces,abnormal shape of the eye and lens,SIGN
5475,Weill Marchesani syndrome,RAREDISEASE,Produces,glaucoma,SIGN
5476,Weill Marchesani syndrome,RAREDISEASE,Produces,blindness,SIGN
5477,Weill Marchesani syndrome,RAREDISEASE,Produces,Heart defects,SIGN
5478,Trichorhinophalangeal syndrome type II,SKINRAREDISEASE,Is_a,inherited multisystem disorder,DISEASE
5479,TRPS2,SKINRAREDISEASE,Is_acron,Trichorhinophalangeal syndrome type II,SKINRAREDISEASE
5480,Langer-Giedion syndrome,SKINRAREDISEASE,Is_synon,Trichorhinophalangeal syndrome type II,SKINRAREDISEASE
5481,brachydactyly,DISEASE,Produces,brachydactyly,SIGN
5482,brachydactyly,DISEASE,Produces,epiphyseal coning,SIGN
5483,brachydactyly,DISEASE,Produces,exostoses,SIGN
5484,brachydactyly,DISEASE,Produces,"fine, thin hair",SIGN
5485,brachydactyly,DISEASE,Produces,hypotonia,SIGN
5486,brachydactyly,DISEASE,Produces,redundant skin,SIGN
5487,brachydactyly,DISEASE,Produces,maculopapular nevi,SIGN
5488,brachydactyly,DISEASE,Produces,mental retardation,DISEASE
5489,brachydactyly,DISEASE,Produces,sensorineural deafness,DISEASE
5490,brachydactyly,DISEASE,Produces,TRPS2,SKINRAREDISEASE
5491,brachydactyly,DISEASE,Produces,unusual facial features,SIGN
5492,brachydactyly,DISEASE,Produces,progressive growth retardation,SIGN
5493,brachydactyly,DISEASE,Produces,dwarfism,SIGN
5494,Valinemia,RAREDISEASE,Is_a,metabolic disorder,DISEASE
5495,It,ANAPHOR,Produces,urine elevated levels of the amino acid valine in the,SIGN
5496,It,ANAPHOR,Produces,deficiency of the enzyme valine transaminase,SIGN
5497,valinemia,RAREDISEASE,Produces,lack of appetite,SYMPTOM
5498,valinemia,RAREDISEASE,Produces,vomit,SIGN
5499,valinemia,RAREDISEASE,Produces,fail to thrive,SIGN
5500,valinemia,RAREDISEASE,Produces,hypotonia,SIGN
5501,valinemia,RAREDISEASE,Produces,hyperactivity,SIGN
